OBSERVATION	DATE.TIME	DATE	TIME	AM.PM	TEMP	VWC	NUM.OBS	STAND	JULIAN
3057	10/04/19 08:29:37 PM	2019-10-04	08:29:37	PM	9.04	0.3451	24	Stand_6	277
3058	10/04/19 09:29:37 PM	2019-10-04	09:29:37	PM	8.817	0.3451	24	Stand_6	277
3059	10/04/19 10:29:37 PM	2019-10-04	10:29:37	PM	8.618	0.3447	24	Stand_6	277
3060	10/04/19 11:29:37 PM	2019-10-04	11:29:37	PM	8.369	0.3447	24	Stand_6	277
3061	10/05/19 12:29:37 AM	2019-10-05	12:29:37	AM	8.17	0.3441	24	Stand_6	278
3062	10/05/19 01:29:37 AM	2019-10-05	01:29:37	AM	7.945	0.3441	24	Stand_6	278
3063	10/05/19 02:29:37 AM	2019-10-05	02:29:37	AM	7.745	0.3441	24	Stand_6	278
3064	10/05/19 03:29:37 AM	2019-10-05	03:29:37	AM	7.544	0.3437	24	Stand_6	278
3065	10/05/19 04:29:37 AM	2019-10-05	04:29:37	AM	7.444	0.3441	24	Stand_6	278
3066	10/05/19 05:29:37 AM	2019-10-05	05:29:37	AM	7.318	0.3432	24	Stand_6	278
3067	10/05/19 06:29:37 AM	2019-10-05	06:29:37	AM	7.293	0.3437	24	Stand_6	278
3068	10/05/19 07:29:37 AM	2019-10-05	07:29:37	AM	7.293	0.3427	24	Stand_6	278
3069	10/05/19 08:29:37 AM	2019-10-05	08:29:37	AM	7.268	0.3432	24	Stand_6	278
3070	10/05/19 09:29:37 AM	2019-10-05	09:29:37	AM	7.393	0.3427	24	Stand_6	278
3071	10/05/19 10:29:37 AM	2019-10-05	10:29:37	AM	7.645	0.3432	24	Stand_6	278
3072	10/05/19 11:29:37 AM	2019-10-05	11:29:37	AM	8.195	0.3422	24	Stand_6	278
3073	10/05/19 12:29:37 PM	2019-10-05	12:29:37	PM	8.643	0.3422	24	Stand_6	278
3074	10/05/19 01:29:37 PM	2019-10-05	01:29:37	PM	8.866	0.3422	24	Stand_6	278
3075	10/05/19 02:29:37 PM	2019-10-05	02:29:37	PM	9.089	0.3418	24	Stand_6	278
3076	10/05/19 03:29:37 PM	2019-10-05	03:29:37	PM	9.287	0.3418	24	Stand_6	278
3077	10/05/19 04:29:37 PM	2019-10-05	04:29:37	PM	9.485	0.3412	24	Stand_6	278
3078	10/05/19 05:29:37 PM	2019-10-05	05:29:37	PM	9.583	0.3418	24	Stand_6	278
3079	10/05/19 06:29:37 PM	2019-10-05	06:29:37	PM	9.583	0.3408	24	Stand_6	278
3080	10/05/19 07:29:37 PM	2019-10-05	07:29:37	PM	9.435	0.3461	24	Stand_6	278
3081	10/05/19 08:29:37 PM	2019-10-05	08:29:37	PM	9.386	0.3457	24	Stand_6	278
3082	10/05/19 09:29:37 PM	2019-10-05	09:29:37	PM	9.386	0.3461	24	Stand_6	278
3083	10/05/19 10:29:37 PM	2019-10-05	10:29:37	PM	9.41	0.3451	24	Stand_6	278
3084	10/05/19 11:29:37 PM	2019-10-05	11:29:37	PM	9.485	0.3457	24	Stand_6	278
3085	10/06/19 12:29:37 AM	2019-10-06	12:29:37	AM	9.558	0.3457	24	Stand_6	279
3086	10/06/19 01:29:37 AM	2019-10-06	01:29:37	AM	9.682	0.3537	24	Stand_6	279
3087	10/06/19 02:29:37 AM	2019-10-06	02:29:37	AM	9.829	0.3542	24	Stand_6	279
3088	10/06/19 03:29:37 AM	2019-10-06	03:29:37	AM	10.026	0.3553	24	Stand_6	279
3089	10/06/19 04:29:37 AM	2019-10-06	04:29:37	AM	10.247	0.3531	24	Stand_6	279
3090	10/06/19 05:29:37 AM	2019-10-06	05:29:37	AM	10.369	0.3531	24	Stand_6	279
3091	10/06/19 06:29:37 AM	2019-10-06	06:29:37	AM	10.394	0.3516	24	Stand_6	279
3092	10/06/19 07:29:37 AM	2019-10-06	07:29:37	AM	10.296	0.3511	24	Stand_6	279
3093	10/06/19 08:29:37 AM	2019-10-06	08:29:37	AM	10.173	0.35	24	Stand_6	279
3094	10/06/19 09:29:37 AM	2019-10-06	09:29:37	AM	10.149	0.35	24	Stand_6	279
3095	10/06/19 10:29:37 AM	2019-10-06	10:29:37	AM	10.247	0.349	24	Stand_6	279
3096	10/06/19 11:29:37 AM	2019-10-06	11:29:37	AM	10.443	0.349	24	Stand_6	279
3097	10/06/19 12:29:37 PM	2019-10-06	12:29:37	PM	10.761	0.3481	24	Stand_6	279
3098	10/06/19 01:29:37 PM	2019-10-06	01:29:37	PM	11.151	0.3476	24	Stand_6	279
3099	10/06/19 02:29:37 PM	2019-10-06	02:29:37	PM	11.443	0.3476	24	Stand_6	279
3100	10/06/19 03:29:37 PM	2019-10-06	03:29:37	PM	11.759	0.3461	24	Stand_6	279
3101	10/06/19 04:29:37 PM	2019-10-06	04:29:37	PM	11.832	0.3466	24	Stand_6	279
3102	10/06/19 05:29:37 PM	2019-10-06	05:29:37	PM	11.807	0.3451	24	Stand_6	279
3103	10/06/19 06:29:37 PM	2019-10-06	06:29:37	PM	11.734	0.3451	24	Stand_6	279
3104	10/06/19 07:29:37 PM	2019-10-06	07:29:37	PM	11.589	0.3447	24	Stand_6	279
3105	10/06/19 08:29:37 PM	2019-10-06	08:29:37	PM	11.443	0.3447	24	Stand_6	279
3106	10/06/19 09:29:37 PM	2019-10-06	09:29:37	PM	11.297	0.3441	24	Stand_6	279
3107	10/06/19 10:29:37 PM	2019-10-06	10:29:37	PM	11.2	0.3447	24	Stand_6	279
3108	10/06/19 11:29:37 PM	2019-10-06	11:29:37	PM	11.029	0.3437	24	Stand_6	279
3109	10/07/19 12:29:37 AM	2019-10-07	12:29:37	AM	10.858	0.3437	24	Stand_6	280
3110	10/07/19 01:29:37 AM	2019-10-07	01:29:37	AM	10.712	0.3441	24	Stand_6	280
3111	10/07/19 02:29:37 AM	2019-10-07	02:29:37	AM	10.614	0.3432	24	Stand_6	280
3112	10/07/19 03:29:37 AM	2019-10-07	03:29:37	AM	10.443	0.3437	24	Stand_6	280
3113	10/07/19 04:29:37 AM	2019-10-07	04:29:37	AM	10.247	0.3432	24	Stand_6	280
3114	10/07/19 05:29:37 AM	2019-10-07	05:29:37	AM	10.075	0.3437	24	Stand_6	280
3115	10/07/19 06:29:37 AM	2019-10-07	06:29:37	AM	9.952	0.3427	24	Stand_6	280
3116	10/07/19 07:29:37 AM	2019-10-07	07:29:37	AM	9.829	0.3432	24	Stand_6	280
3117	10/07/19 08:29:37 AM	2019-10-07	08:29:37	AM	9.632	0.3427	24	Stand_6	280
3118	10/07/19 09:29:37 AM	2019-10-07	09:29:37	AM	9.657	0.3432	24	Stand_6	280
3119	10/07/19 10:29:37 AM	2019-10-07	10:29:37	AM	9.928	0.3422	24	Stand_6	280
3120	10/07/19 11:29:37 AM	2019-10-07	11:29:37	AM	10.345	0.3427	24	Stand_6	280
3121	10/07/19 12:29:37 PM	2019-10-07	12:29:37	PM	10.785	0.3418	24	Stand_6	280
3122	10/07/19 01:29:37 PM	2019-10-07	01:29:37	PM	11.2	0.3412	24	Stand_6	280
3123	10/07/19 02:29:37 PM	2019-10-07	02:29:37	PM	11.492	0.3412	24	Stand_6	280
3124	10/07/19 03:29:37 PM	2019-10-07	03:29:37	PM	11.71	0.3403	24	Stand_6	280
3125	10/07/19 04:29:37 PM	2019-10-07	04:29:37	PM	11.71	0.3403	24	Stand_6	280
3126	10/07/19 05:29:37 PM	2019-10-07	05:29:37	PM	11.589	0.3393	24	Stand_6	280
3127	10/07/19 06:29:37 PM	2019-10-07	06:29:37	PM	11.492	0.3399	24	Stand_6	280
3128	10/07/19 07:29:37 PM	2019-10-07	07:29:37	PM	11.224	0.3389	24	Stand_6	280
3129	10/07/19 08:29:37 PM	2019-10-07	08:29:37	PM	10.932	0.3393	24	Stand_6	280
3130	10/07/19 09:29:37 PM	2019-10-07	09:29:37	PM	10.687	0.3393	24	Stand_6	280
3131	10/07/19 10:29:37 PM	2019-10-07	10:29:37	PM	10.467	0.3389	24	Stand_6	280
3132	10/07/19 11:29:37 PM	2019-10-07	11:29:37	PM	10.296	0.3393	24	Stand_6	280
3133	10/08/19 12:29:37 AM	2019-10-08	12:29:37	AM	10.124	0.3389	24	Stand_6	281
3134	10/08/19 01:29:37 AM	2019-10-08	01:29:37	AM	9.977	0.3393	24	Stand_6	281
3135	10/08/19 02:29:37 AM	2019-10-08	02:29:37	AM	9.879	0.3384	24	Stand_6	281
3136	10/08/19 03:29:37 AM	2019-10-08	03:29:37	AM	9.78	0.3389	24	Stand_6	281
3137	10/08/19 04:29:37 AM	2019-10-08	04:29:37	AM	9.682	0.3384	24	Stand_6	281
3138	10/08/19 05:29:37 AM	2019-10-08	05:29:37	AM	9.485	0.3389	24	Stand_6	281
3139	10/08/19 06:29:37 AM	2019-10-08	06:29:37	AM	9.312	0.3384	24	Stand_6	281
3140	10/08/19 07:29:37 AM	2019-10-08	07:29:37	AM	9.163	0.3389	24	Stand_6	281
3141	10/08/19 08:29:37 AM	2019-10-08	08:29:37	AM	9.04	0.338	24	Stand_6	281
3142	10/08/19 09:29:37 AM	2019-10-08	09:29:37	AM	9.089	0.3384	24	Stand_6	281
3143	10/08/19 10:29:37 AM	2019-10-08	10:29:37	AM	9.386	0.338	24	Stand_6	281
3144	10/08/19 11:29:37 AM	2019-10-08	11:29:37	AM	9.928	0.3384	24	Stand_6	281
3145	10/08/19 12:29:37 PM	2019-10-08	12:29:37	PM	10.492	0.3376	24	Stand_6	281
3146	10/08/19 01:29:37 PM	2019-10-08	01:29:37	PM	10.907	0.3371	24	Stand_6	281
3147	10/08/19 02:29:37 PM	2019-10-08	02:29:37	PM	11.224	0.3376	24	Stand_6	281
3148	10/08/19 03:29:37 PM	2019-10-08	03:29:37	PM	11.637	0.3367	24	Stand_6	281
3149	10/08/19 04:29:37 PM	2019-10-08	04:29:37	PM	11.783	0.3367	24	Stand_6	281
3150	10/08/19 05:29:37 PM	2019-10-08	05:29:37	PM	11.856	0.3357	24	Stand_6	281
3151	10/08/19 06:29:37 PM	2019-10-08	06:29:37	PM	11.783	0.3361	24	Stand_6	281
3152	10/08/19 07:29:37 PM	2019-10-08	07:29:37	PM	11.589	0.3352	24	Stand_6	281
3153	10/08/19 08:29:37 PM	2019-10-08	08:29:37	PM	11.273	0.3357	24	Stand_6	281
3154	10/08/19 09:29:37 PM	2019-10-08	09:29:37	PM	11.005	0.3352	24	Stand_6	281
3155	10/08/19 10:29:37 PM	2019-10-08	10:29:37	PM	10.834	0.3352	24	Stand_6	281
3156	10/08/19 11:29:37 PM	2019-10-08	11:29:37	PM	10.638	0.3357	24	Stand_6	281
3157	10/09/19 12:29:37 AM	2019-10-09	12:29:37	AM	10.418	0.3348	24	Stand_6	282
3158	10/09/19 01:29:37 AM	2019-10-09	01:29:37	AM	10.271	0.3352	24	Stand_6	282
3159	10/09/19 02:29:37 AM	2019-10-09	02:29:37	AM	10.173	0.3348	24	Stand_6	282
3160	10/09/19 03:29:37 AM	2019-10-09	03:29:37	AM	10.124	0.3352	24	Stand_6	282
3161	10/09/19 04:29:37 AM	2019-10-09	04:29:37	AM	10.001	0.3348	24	Stand_6	282
3162	10/09/19 05:29:37 AM	2019-10-09	05:29:37	AM	9.854	0.3352	24	Stand_6	282
3163	10/09/19 06:29:37 AM	2019-10-09	06:29:37	AM	9.731	0.3348	24	Stand_6	282
3164	10/09/19 07:29:37 AM	2019-10-09	07:29:37	AM	9.657	0.3352	24	Stand_6	282
3165	10/09/19 08:29:37 AM	2019-10-09	08:29:37	AM	9.657	0.3348	24	Stand_6	282
3166	10/09/19 09:29:37 AM	2019-10-09	09:29:37	AM	9.829	0.3352	24	Stand_6	282
3167	10/09/19 10:29:37 AM	2019-10-09	10:29:37	AM	10.149	0.3343	24	Stand_6	282
3168	10/09/19 11:29:37 AM	2019-10-09	11:29:37	AM	10.687	0.3343	24	Stand_6	282
3169	10/09/19 12:29:37 PM	2019-10-09	12:29:37	PM	11.273	0.3343	24	Stand_6	282
3170	10/09/19 01:29:37 PM	2019-10-09	01:29:37	PM	11.734	0.3339	24	Stand_6	282
3171	10/09/19 02:29:37 PM	2019-10-09	02:29:37	PM	12.098	0.3339	24	Stand_6	282
3172	10/09/19 03:29:37 PM	2019-10-09	03:29:37	PM	12.558	0.333	24	Stand_6	282
3173	10/09/19 04:29:37 PM	2019-10-09	04:29:37	PM	12.751	0.333	24	Stand_6	282
3174	10/09/19 05:29:37 PM	2019-10-09	05:29:37	PM	12.775	0.3326	24	Stand_6	282
3175	10/09/19 06:29:37 PM	2019-10-09	06:29:37	PM	12.751	0.3326	24	Stand_6	282
3176	10/09/19 07:29:37 PM	2019-10-09	07:29:37	PM	12.558	0.3321	24	Stand_6	282
3177	10/09/19 08:29:37 PM	2019-10-09	08:29:37	PM	12.34	0.3326	24	Stand_6	282
3178	10/09/19 09:29:37 PM	2019-10-09	09:29:37	PM	12.122	0.3321	24	Stand_6	282
3179	10/09/19 10:29:37 PM	2019-10-09	10:29:37	PM	11.904	0.3326	24	Stand_6	282
3180	10/09/19 11:29:37 PM	2019-10-09	11:29:37	PM	11.734	0.3321	24	Stand_6	282
3181	10/10/19 12:29:37 AM	2019-10-10	12:29:37	AM	11.565	0.3326	24	Stand_6	283
3182	10/10/19 01:29:37 AM	2019-10-10	01:29:37	AM	11.346	0.3326	24	Stand_6	283
3183	10/10/19 02:29:37 AM	2019-10-10	02:29:37	AM	11.151	0.3321	24	Stand_6	283
3184	10/10/19 03:29:37 AM	2019-10-10	03:29:37	AM	10.98	0.3326	24	Stand_6	283
3185	10/10/19 04:29:37 AM	2019-10-10	04:29:37	AM	10.761	0.3321	24	Stand_6	283
3186	10/10/19 05:29:37 AM	2019-10-10	05:29:37	AM	10.516	0.3326	24	Stand_6	283
3187	10/10/19 06:29:37 AM	2019-10-10	06:29:37	AM	10.394	0.3317	24	Stand_6	283
3188	10/10/19 07:29:37 AM	2019-10-10	07:29:37	AM	10.369	0.3321	24	Stand_6	283
3189	10/10/19 08:29:37 AM	2019-10-10	08:29:37	AM	10.271	0.3317	24	Stand_6	283
3190	10/10/19 09:29:37 AM	2019-10-10	09:29:37	AM	10.345	0.3321	24	Stand_6	283
3191	10/10/19 10:29:37 AM	2019-10-10	10:29:37	AM	10.614	0.3317	24	Stand_6	283
3192	10/10/19 11:29:37 AM	2019-10-10	11:29:37	AM	11.029	0.3312	24	Stand_6	283
3193	10/10/19 12:29:37 PM	2019-10-10	12:29:37	PM	11.589	0.3317	24	Stand_6	283
3194	10/10/19 01:29:37 PM	2019-10-10	01:29:37	PM	12.171	0.3312	24	Stand_6	283
3195	10/10/19 02:29:37 PM	2019-10-10	02:29:37	PM	12.63	0.3308	24	Stand_6	283
3196	10/10/19 03:29:37 PM	2019-10-10	03:29:37	PM	12.992	0.3304	24	Stand_6	283
3197	10/10/19 04:29:37 PM	2019-10-10	04:29:37	PM	13.185	0.3304	24	Stand_6	283
3198	10/10/19 05:29:37 PM	2019-10-10	05:29:37	PM	13.281	0.3299	24	Stand_6	283
3199	10/10/19 06:29:37 PM	2019-10-10	06:29:37	PM	13.281	0.3299	24	Stand_6	283
3200	10/10/19 07:29:37 PM	2019-10-10	07:29:37	PM	13.185	0.3295	24	Stand_6	283
3201	10/10/19 08:29:37 PM	2019-10-10	08:29:37	PM	13.064	0.3295	24	Stand_6	283
3202	10/10/19 09:29:37 PM	2019-10-10	09:29:37	PM	12.944	0.3295	24	Stand_6	283
3203	10/10/19 10:29:37 PM	2019-10-10	10:29:37	PM	12.847	0.3295	24	Stand_6	283
3204	10/10/19 11:29:37 PM	2019-10-10	11:29:37	PM	12.799	0.329	24	Stand_6	283
3205	10/11/19 12:29:37 AM	2019-10-11	12:29:37	AM	12.751	0.3299	24	Stand_6	284
3206	10/11/19 01:29:37 AM	2019-10-11	01:29:37	AM	12.654	0.329	24	Stand_6	284
3207	10/11/19 02:29:37 AM	2019-10-11	02:29:37	AM	12.606	0.3295	24	Stand_6	284
3208	10/11/19 03:29:37 AM	2019-10-11	03:29:37	AM	12.558	0.329	24	Stand_6	284
3209	10/11/19 04:29:37 AM	2019-10-11	04:29:37	AM	12.509	0.3295	24	Stand_6	284
3210	10/11/19 05:29:37 AM	2019-10-11	05:29:37	AM	12.461	0.329	24	Stand_6	284
3211	10/11/19 06:29:37 AM	2019-10-11	06:29:37	AM	12.437	0.3295	24	Stand_6	284
3212	10/11/19 07:29:37 AM	2019-10-11	07:29:37	AM	12.485	0.3286	24	Stand_6	284
3213	10/11/19 08:29:37 AM	2019-10-11	08:29:37	AM	12.558	0.3408	24	Stand_6	284
3214	10/11/19 09:29:37 AM	2019-10-11	09:29:37	AM	12.678	0.3605	24	Stand_6	284
3215	10/11/19 10:29:37 AM	2019-10-11	10:29:37	AM	12.799	0.3666	24	Stand_6	284
3216	10/11/19 11:29:37 AM	2019-10-11	11:29:37	AM	12.968	0.3611	24	Stand_6	284
3217	10/11/19 12:29:37 PM	2019-10-11	12:29:37	PM	13.161	0.3584	24	Stand_6	284
3218	10/11/19 01:29:37 PM	2019-10-11	01:29:37	PM	13.377	0.3563	24	Stand_6	284
3219	10/11/19 02:29:37 PM	2019-10-11	02:29:37	PM	13.57	0.3557	24	Stand_6	284
3220	10/11/19 03:29:37 PM	2019-10-11	03:29:37	PM	13.738	0.3611	24	Stand_6	284
3221	10/11/19 04:29:37 PM	2019-10-11	04:29:37	PM	13.906	0.3649	24	Stand_6	284
3222	10/11/19 05:29:37 PM	2019-10-11	05:29:37	PM	13.978	0.374	24	Stand_6	284
3223	10/11/19 06:29:37 PM	2019-10-11	06:29:37	PM	13.353	0.3688	24	Stand_6	284
3224	10/11/19 07:29:37 PM	2019-10-11	07:29:37	PM	12.703	0.3677	24	Stand_6	284
3225	10/11/19 08:29:37 PM	2019-10-11	08:29:37	PM	11.977	0.3734	24	Stand_6	284
3226	10/11/19 09:29:37 PM	2019-10-11	09:29:37	PM	11.492	0.3688	24	Stand_6	284
3227	10/11/19 10:29:37 PM	2019-10-11	10:29:37	PM	11.005	0.366	24	Stand_6	284
3228	10/11/19 11:29:37 PM	2019-10-11	11:29:37	PM	10.516	0.3655	24	Stand_6	284
3229	10/12/19 12:29:37 AM	2019-10-12	12:29:37	AM	10.051	0.3628	24	Stand_6	285
3230	10/12/19 01:29:37 AM	2019-10-12	01:29:37	AM	9.632	0.3616	24	Stand_6	285
3231	10/12/19 02:29:37 AM	2019-10-12	02:29:37	AM	9.238	0.36	24	Stand_6	285
3232	10/12/19 03:29:37 AM	2019-10-12	03:29:37	AM	8.891	0.359	24	Stand_6	285
3233	10/12/19 04:29:37 AM	2019-10-12	04:29:37	AM	8.543	0.3578	24	Stand_6	285
3234	10/12/19 05:29:37 AM	2019-10-12	05:29:37	AM	8.245	0.3573	24	Stand_6	285
3235	10/12/19 06:29:37 AM	2019-10-12	06:29:37	AM	7.97	0.3568	24	Stand_6	285
3236	10/12/19 07:29:37 AM	2019-10-12	07:29:37	AM	7.795	0.3557	24	Stand_6	285
3237	10/12/19 08:29:37 AM	2019-10-12	08:29:37	AM	7.594	0.3557	24	Stand_6	285
3238	10/12/19 09:29:37 AM	2019-10-12	09:29:37	AM	7.419	0.3547	24	Stand_6	285
3239	10/12/19 10:29:37 AM	2019-10-12	10:29:37	AM	7.393	0.3547	24	Stand_6	285
3240	10/12/19 11:29:37 AM	2019-10-12	11:29:37	AM	7.419	0.3531	24	Stand_6	285
3241	10/12/19 12:29:37 PM	2019-10-12	12:29:37	PM	7.569	0.3537	24	Stand_6	285
3242	10/12/19 01:29:37 PM	2019-10-12	01:29:37	PM	7.695	0.3521	24	Stand_6	285
3243	10/12/19 02:29:37 PM	2019-10-12	02:29:37	PM	7.745	0.3521	24	Stand_6	285
3244	10/12/19 03:29:37 PM	2019-10-12	03:29:37	PM	7.895	0.3511	24	Stand_6	285
3245	10/12/19 04:29:37 PM	2019-10-12	04:29:37	PM	7.845	0.3511	24	Stand_6	285
3246	10/12/19 05:29:37 PM	2019-10-12	05:29:37	PM	7.67	0.3496	24	Stand_6	285
3247	10/12/19 06:29:37 PM	2019-10-12	06:29:37	PM	7.594	0.35	24	Stand_6	285
3248	10/12/19 07:29:37 PM	2019-10-12	07:29:37	PM	7.544	0.349	24	Stand_6	285
3249	10/12/19 08:29:37 PM	2019-10-12	08:29:37	PM	7.519	0.349	24	Stand_6	285
3250	10/12/19 09:29:37 PM	2019-10-12	09:29:37	PM	7.393	0.35	24	Stand_6	285
3251	10/12/19 10:29:37 PM	2019-10-12	10:29:37	PM	7.268	0.3594	24	Stand_6	285
3252	10/12/19 11:29:37 PM	2019-10-12	11:29:37	PM	7.217	0.3584	24	Stand_6	285
3253	10/13/19 12:29:37 AM	2019-10-13	12:29:37	AM	7.066	0.3605	24	Stand_6	286
3254	10/13/19 01:29:37 AM	2019-10-13	01:29:37	AM	6.763	0.3683	24	Stand_6	286
3255	10/13/19 02:29:37 AM	2019-10-13	02:29:37	AM	6.585	0.3705	24	Stand_6	286
3256	10/13/19 03:29:37 AM	2019-10-13	03:29:37	AM	6.433	0.374	24	Stand_6	286
3257	10/13/19 04:29:37 AM	2019-10-13	04:29:37	AM	6.331	0.374	24	Stand_6	286
3258	10/13/19 05:29:37 AM	2019-10-13	05:29:37	AM	6.255	0.3729	24	Stand_6	286
3259	10/13/19 06:29:37 AM	2019-10-13	06:29:37	AM	6.23	0.3729	24	Stand_6	286
3260	10/13/19 07:29:37 AM	2019-10-13	07:29:37	AM	6.077	0.3716	24	Stand_6	286
3261	10/13/19 08:29:37 AM	2019-10-13	08:29:37	AM	6.051	0.3683	24	Stand_6	286
3262	10/13/19 09:29:37 AM	2019-10-13	09:29:37	AM	5.975	0.366	24	Stand_6	286
3263	10/13/19 10:29:37 AM	2019-10-13	10:29:37	AM	5.924	0.3638	24	Stand_6	286
3264	10/13/19 11:29:37 AM	2019-10-13	11:29:37	AM	5.924	0.3638	24	Stand_6	286
3265	10/13/19 12:29:37 PM	2019-10-13	12:29:37	PM	5.924	0.3628	24	Stand_6	286
3266	10/13/19 01:29:37 PM	2019-10-13	01:29:37	PM	5.898	0.3616	24	Stand_6	286
3267	10/13/19 02:29:37 PM	2019-10-13	02:29:37	PM	5.872	0.3605	24	Stand_6	286
3268	10/13/19 03:29:37 PM	2019-10-13	03:29:37	PM	5.821	0.36	24	Stand_6	286
3269	10/13/19 04:29:37 PM	2019-10-13	04:29:37	PM	5.847	0.359	24	Stand_6	286
3270	10/13/19 05:29:37 PM	2019-10-13	05:29:37	PM	5.924	0.3578	24	Stand_6	286
3271	10/13/19 06:29:37 PM	2019-10-13	06:29:37	PM	5.898	0.3568	24	Stand_6	286
3272	10/13/19 07:29:37 PM	2019-10-13	07:29:37	PM	5.847	0.3563	24	Stand_6	286
3273	10/13/19 08:29:37 PM	2019-10-13	08:29:37	PM	5.745	0.3557	24	Stand_6	286
3274	10/13/19 09:29:37 PM	2019-10-13	09:29:37	PM	5.616	0.3563	24	Stand_6	286
3275	10/13/19 10:29:37 PM	2019-10-13	10:29:37	PM	5.462	0.3553	24	Stand_6	286
3276	10/13/19 11:29:37 PM	2019-10-13	11:29:37	PM	5.36	0.3547	24	Stand_6	286
3277	10/14/19 12:29:37 AM	2019-10-14	12:29:37	AM	5.308	0.3542	24	Stand_6	287
3278	10/14/19 01:29:37 AM	2019-10-14	01:29:37	AM	5.257	0.3542	24	Stand_6	287
3279	10/14/19 02:29:37 AM	2019-10-14	02:29:37	AM	5.257	0.3537	24	Stand_6	287
3280	10/14/19 03:29:37 AM	2019-10-14	03:29:37	AM	5.257	0.3531	24	Stand_6	287
3281	10/14/19 04:29:37 AM	2019-10-14	04:29:37	AM	5.257	0.3526	24	Stand_6	287
3282	10/14/19 05:29:37 AM	2019-10-14	05:29:37	AM	5.231	0.3526	24	Stand_6	287
3283	10/14/19 06:29:37 AM	2019-10-14	06:29:37	AM	5.154	0.3521	24	Stand_6	287
3284	10/14/19 07:29:37 AM	2019-10-14	07:29:37	AM	5.024	0.3516	24	Stand_6	287
3285	10/14/19 08:29:37 AM	2019-10-14	08:29:37	AM	4.921	0.3516	24	Stand_6	287
3286	10/14/19 09:29:37 AM	2019-10-14	09:29:37	AM	4.973	0.3511	24	Stand_6	287
3287	10/14/19 10:29:37 AM	2019-10-14	10:29:37	AM	5.154	0.3506	24	Stand_6	287
3288	10/14/19 11:29:37 AM	2019-10-14	11:29:37	AM	5.437	0.3506	24	Stand_6	287
3289	10/14/19 12:29:37 PM	2019-10-14	12:29:37	PM	5.616	0.35	24	Stand_6	287
3290	10/14/19 01:29:37 PM	2019-10-14	01:29:37	PM	5.796	0.35	24	Stand_6	287
3291	10/14/19 02:29:37 PM	2019-10-14	02:29:37	PM	5.975	0.3496	24	Stand_6	287
3292	10/14/19 03:29:37 PM	2019-10-14	03:29:37	PM	6.23	0.3496	24	Stand_6	287
3293	10/14/19 04:29:37 PM	2019-10-14	04:29:37	PM	6.331	0.3496	24	Stand_6	287
3294	10/14/19 05:29:37 PM	2019-10-14	05:29:37	PM	6.382	0.349	24	Stand_6	287
3295	10/14/19 06:29:37 PM	2019-10-14	06:29:37	PM	6.255	0.3486	24	Stand_6	287
3296	10/14/19 07:29:37 PM	2019-10-14	07:29:37	PM	6.077	0.3481	24	Stand_6	287
3297	10/14/19 08:29:37 PM	2019-10-14	08:29:37	PM	5.821	0.3481	24	Stand_6	287
3298	10/14/19 09:29:37 PM	2019-10-14	09:29:37	PM	5.616	0.3476	24	Stand_6	287
3299	10/14/19 10:29:37 PM	2019-10-14	10:29:37	PM	5.514	0.3476	24	Stand_6	287
3300	10/14/19 11:29:37 PM	2019-10-14	11:29:37	PM	5.36	0.3476	24	Stand_6	287
3301	10/15/19 12:29:37 AM	2019-10-15	12:29:37	AM	5.205	0.3471	24	Stand_6	288
3302	10/15/19 01:29:37 AM	2019-10-15	01:29:37	AM	5.102	0.3471	24	Stand_6	288
3303	10/15/19 02:29:37 AM	2019-10-15	02:29:37	AM	5.05	0.3471	24	Stand_6	288
3304	10/15/19 03:29:37 AM	2019-10-15	03:29:37	AM	4.973	0.3471	24	Stand_6	288
3305	10/15/19 04:29:37 AM	2019-10-15	04:29:37	AM	4.921	0.3466	24	Stand_6	288
3306	10/15/19 05:29:37 AM	2019-10-15	05:29:37	AM	4.792	0.3466	24	Stand_6	288
3307	10/15/19 06:29:37 AM	2019-10-15	06:29:37	AM	4.688	0.3461	24	Stand_6	288
3308	10/15/19 07:29:37 AM	2019-10-15	07:29:37	AM	4.584	0.3466	24	Stand_6	288
3309	10/15/19 08:29:37 AM	2019-10-15	08:29:37	AM	4.584	0.3461	24	Stand_6	288
3310	10/15/19 09:29:37 AM	2019-10-15	09:29:37	AM	4.688	0.3461	24	Stand_6	288
3311	10/15/19 10:29:37 AM	2019-10-15	10:29:37	AM	4.818	0.3457	24	Stand_6	288
3312	10/15/19 11:29:37 AM	2019-10-15	11:29:37	AM	5.128	0.3457	24	Stand_6	288
3313	10/15/19 12:29:37 PM	2019-10-15	12:29:37	PM	5.282	0.3457	24	Stand_6	288
3314	10/15/19 01:29:37 PM	2019-10-15	01:29:37	PM	5.411	0.3471	24	Stand_6	288
3315	10/15/19 02:29:37 PM	2019-10-15	02:29:37	PM	5.642	0.3476	24	Stand_6	288
3316	10/15/19 03:29:37 PM	2019-10-15	03:29:37	PM	5.975	0.3476	24	Stand_6	288
3317	10/15/19 04:29:37 PM	2019-10-15	04:29:37	PM	6.23	0.3476	24	Stand_6	288
3318	10/15/19 05:29:37 PM	2019-10-15	05:29:37	PM	6.357	0.3471	24	Stand_6	288
3319	10/15/19 06:29:37 PM	2019-10-15	06:29:37	PM	6.484	0.3471	24	Stand_6	288
